GUID,Val1+Val2,IsDuplicateGuid (Y or N),Is Val3 length greater than the average length of Val3 (Y or N)
D73XRGIRGUV3P81Z7V59SDEB2KKCUSM5,1136649,N,N
RDWYM92H6IJNAU8L9N36K5TFUL9LW3WZ,1498448,N,Y
2YY54870ZTZUHNJHM4BFGCY9IZP2QFP4,1048766,N,N
8OIXVTYBUNXDVR1WXCFHXH4EJ4RZ7O12,1567143,N,Y
TU51BGIH715F6OY0JPNPZMJ07RM5T08P,795570,N,Y
3955S42W73S4JCDT0I4EV98XVO8B6LCI,999128,N,N
BCSVWFKL4QLUN6GDCMJXDI9JFO9YLRSH,1164266,N,N
HTEQJ6D87VDH5HRWM3PYWX9AR46V0127,552924,N,Y
WHUY2VZYTU17UGQTBW6PS0JCGHCIZ1XF,996558,N,Y
0UUXX0MZS7RAVWNGIGHH9HM7LF7JZUP1,821530,N,N
JZU9IN5WAQKDJO65B3AGXINPA29404GO,898077,N,N
CO0963UWF39C930MLE7E9UH4X1828EEJ,187711,N,Y
W659SICCKK6S1EE4S51EWKBE5CXBVNOZ,514040,N,N
C5CUTQMHXZN95BNY27DPRM5HKO916AG8,1285374,N,Y
PRH9BXC2W5O037PZ5MWPJJ04LL1P4694,899768,N,N
DMTD064PIDU7CX191W4N2HICSSWVKXX1,1540451,N,Y
53UWHA20KPI533ZQ1OC34HBJR770VFPE,882991,N,Y
0EUHHLMIW1VCBB05MS3OV0Y57TWZ3F8S,956771,N,N
J9W3E7OP02LJSMN444E19QKWSPN7OG0X,564423,N,N
JTQLNY1AK2UR5QGSVZ95CIQADB2K3MGO,557330,N,N
4WFVZYPTDXQB2YL14PFR02YTVXXN6SKB,1151646,N,Y
235SVY3WZL9Q7RCNZUID447XN3SU5XYK,302191,N,N
8UOUHS9D87LOJFRR7CT525JYZCK30F3U,909846,N,N
EN3WCWRR5K4T3ZPN8KBO7CLNSA9E1QAP,1526409,N,Y
ZJ4MSNS76UGP8RV35AB63Y0HN76HRAOI,1063803,N,Y
DKOK5620M9CEM1E4JM1ROQXMSZBQBQLU,413552,N,Y
GB5V2O9BUBU3Z4WYDHZU2H2IMR19BKMG,1465115,N,N
STWISPGOA4OPYQ3FYDM97QEL941VWE7S,489319,N,Y
QZJESXYKV0AJ57JFG3AXSPAMZS0T3YKC,1049105,N,N
F47QVAA8VA9SQEW57T4OP0HBNLYYYUNR,890944,N,N
O4NBHNPIQ4ICR2X3GDB6LMC13NCYD8Z7,989126,N,Y
O9B5DEVCS5PGD51CWF82JLJZDXEQ5WKZ,655665,N,Y
VDRES6EGOU9BTKZ0VGQCOCLSIZD7S4NY,383838,N,N
JZF1SZNO3302LB4D9MTE4DTO4Y4DLJXY,1593690,N,Y
PDSLHTKA33ERUMSY55YJ01508MUN5AXU,1025183,N,Y
BG082F5QXSUYVUSGP869WOUZH3X12PAO,976304,N,Y
268H9SWRYW6CUWVE6ZUB3TQ3DUKM1SLZ,1364954,N,N
DDB5SRYUJUVB3L1YY7UXF81NKBD2E18Y,1358161,N,N
0B8EX3RH8D1AOV3I6A3VXXT2YOMQD7O3,1637252,N,N
E2NCRRQM8E7SHIO5ICA4NTG4X6CCP067,610769,N,N
WD34QM5GLZBA269FQ3D3XXKBDHD6U76D,1085976,N,N
7Y4MBUM8NHM79IGKMT962DDSMRED9HU4,137934,N,N
CRPCL0XVG0A81657BCLJI843H3FIAUUL,986011,N,N
2P7LAM0T4IY4RVEW3BVH726PJF5HT19W,1877340,N,N
04ES2PUQZKT4GLOV758IHSO61UOX3TMI,1367418,N,N
GD1Z1CIA9PXARFQMWG3XXHJ5AZ3S3JVT,1202557,N,Y
8IW77L6ALYHRBB4YOV3PMKZGL10UU3FU,962499,N,N
929QA88RR1WM3ANB60HXWL89WC3U75I9,299257,N,Y
2AF4084XYGBSSGOPQQ2UVHEWWJTNS2SA,1140560,N,N
51F6D1YIVAOCG7C9ILGKI5TEK7GF0BEZ,1378551,N,N
BNRVWH0BSRFGXI75I5GNW5B5ULAUGMVW,831880,N,N
HYV9MWB4YBNAM8D36QQ95J5WT5HV05WZ,835164,N,N
MUM0EH8L1DKBHQC8XOXG8ZAPVEBZF3N0,1351217,N,Y
5G9PO0JRAMEBNXLCAPQQTNOIPG42R1NF,858149,N,Y
RE20FZ6X614T1GPTJ7MKVCVFQVTLR7AS,836687,N,Y
6TFQ0WCHBXY4IDIAR55GXNFCSP05RCW8,644052,N,Y
QZJ97SBZA6RSBEXZNHVI5VLE5QQS48GT,1229516,N,N
0XLGGS7WRCWU8PM7QJJQSGELQ39AZ8HS,359558,N,N
T39HKV7VDGPNAY1W5T3LQ2I63G2PIBIL,773566,N,Y
MEWLRJEP32A294AUSU8ER3SV9UMNP6GF,598465,N,N
2P10LQ8B2R73JQZ9O6CKY48KEFVHO6JT,711239,N,N
IOTT23SUXI93S4BLH26PJJZFPSTCDGXZ,746249,N,N
5MKDZXNA7NRKUUFB68ERYKHOA11OTJNE,1481607,N,Y
0XVY5PGQWQKZWMET4NL3KA68UUU6R7QF,302668,N,N
RN7YW8HN9FG7TEN2EQT5Q1KZ7MKT3UP1,849363,N,N
J54UUFWLHMOU68SBLS0WB5GD7Q2G1XM6,540170,N,N
2BHDI5117YNYP0HV5JAUJQ83AZ8T5M89,817632,N,Y
XFCIRQEO3VREO71ZGDLMMU16UBOCO9PS,894812,N,Y
5T904IXBJB4GE08RJSJDFECYEZ6F9I6G,428451,N,Y
U32P6H8UYZZKU8JM9LNNDHSTATBOBGXT,1032244,N,N
NFX7ZLYLUZRWZ717DWF3ZQSPL7SL492C,803900,N,N
RYA3N1DWTTC5SDMQKVI0H316DQBDGPWI,591781,N,Y
VB7NWDOXTTFT8DWIH8D9VREOUMZPPF9B,1545772,N,Y
9YAG6JE04JXX6WWPXWAAO61YGSFQEW3T,416330,N,Y
YPYBBOVAX8UNZPIQ1RX41148LDVEUBSP,1070349,N,N
AG30LWGD0GRR6NHJMII5YQPAPJ7K8BKO,585227,N,Y
5KRTRPI3ALQO2RXD2FM2ICTMEX8Q0TSF,1882715,N,N
6Q66KIGYB10XAHKFPEW2M4PJ123BRMNK,1601560,N,N
0CWBI7REOOBW8FL7SJP1KB1T35J3438H,1742631,N,Y
ULH84MMN2I1GHG518WE46LE02E56MNUN,1260760,N,N
C6PZ1FB7Q7JR5EDZNDXMVVFINK0GUHCB,397775,N,Y
KKUPER0QZX0070PY9C2KYHKSCP45U6KO,945956,N,Y
OH5ZD3PP3MXLSIIYV7UOXQGNHHSNDUTU,1423696,N,N
GI2ODUFCORSUIVXGO7GE5YH25M2EIJIX,1362520,N,N
LIMKHGWOJQPEWCOQCCLLQP3Y1G7JYOFZ,1273459,N,Y
03X6ZNMD71KIBIWYUBSFDA6Q7ONYTCYW,890934,N,N
C3P4V6GWOPW7R6M6KOC64UDLC7VZV1XV,659906,N,Y
F6GBC8RC9D9BTCQ0DELWLHMZVUSUA0D9,1047872,N,Y
GRQU4FVWP42D90091Q8MA2NGH48TYT7K,1408422,N,N
I2OZ0T9LG7SPZXRJOMSN0WSYHXFIU8LO,1423334,N,N
UKDI4ATXYDNXE7T2KSOTK3OKXJ3SSEA4,916350,N,N
CXLWTXADEUDMB7BFASDQJAJK8YQV00TE,746585,N,Y
4MRBSADUDIAX7X1DDXA0CRFOQA28SWJO,792843,N,N
B3N90NI86KM52QS5NM8TPP3OKYWDS6ZF,778747,N,Y
4VMBB40MRUV4QSXDDD2K4Y77N85WT5MW,596470,N,N
EEURQNV7NSGZ8U27L0D4CBB48L6Q1UCH,712346,N,Y
LC9M8XI8EDY823LVVIFX9774HSU8CVQH,803732,N,N
LA3VXS4KLP5D9JGWWGCOBQG4OA7NWLW0,823426,N,N
4JCUXJUKID7C1NT6H3ZP0KP24PHRVRFD,457528,N,Y
CFT7P0JSSQAF9JOJ3Y179QV8UH9AEGGP,43670,N,Y
Z9JXC9YBRQU82OTR9KK534KOJ6TOZOCU,852706,N,N
AYIFVYNR2F3A80TB2XVCA42QN6KZH2OT,1045971,N,Y
0VNZCOI3Y3Y40KYTILDC0UDEWXJ8YVKP,1710328,N,N
HSF9WSOGSEP5R9BWFI1O9V6UQH8FPVVJ,1399350,N,N
XC29KDGL36XZK1NE9KGPTR1I1ZRAZOIS,708549,N,N
627UEDJ9TIXRA7WO3QMRCXG0Y4JVVRK8,571531,N,N
TOCOW9D20KVNOABYA9Q7BWRKAFD3LCIG,343271,N,Y
1Q9DMB65U4KQXVKRC04ARH50RBGS08VK,632139,N,Y
25MN0M9F05LC6ELE7DF6YTKMULZG1HHK,1490468,N,Y
0NHY6V3JW67K6CKXL9FRLNPHN79ZFSK9,223050,N,Y
9VTETY4TIB3RIS8YUIYPO66B3IXIX5WE,1136420,N,Y
RIXEMSP2ITJ1TZZHWH8G1RDD1VKBVS6Z,1167967,N,N
2699YXKF618IKMUIUCFKQFDPJDA22BZ3,1065751,N,Y
P7CX5XHLCYCS6UNOSNLIR2L365P79RDG,1107379,N,N
1XRMI780T8TDCAWRBGRT83KEGN5T925K,1286481,N,Y
406LWUMGA6OMATPBS9UX8UZDWZMAIW17,282824,N,N
F8OIA8J38X1V0WY6H2L3U92NXCI3CGAX,1373605,N,N
AMTXEY3T1MMWI8ASW0GK396VINJYL01S,207638,N,N
5O7FCC53RPIKQ106TDOW6XXF3CX0QC54,591660,N,Y
63A63KYLVW7IY0X5CBU9SLI1EDJTTEE0,734866,N,Y
ZTX770V1CIDF5W3PFXXZZRN60QMXA19T,1148526,N,Y
46R76BXLNK6PRV456HZCVBC4Z8K0M453,643493,N,N
LNCPYKY493ESL3WOPGPRBOGMRQKK6W0K,1752744,N,N
LHBQ3963JE5O3455CW13UZVV3JV910ME,302238,N,N
MILJIOY122Q3YSJNKCMLVJVF5IMFACZW,100074,N,Y
D1ARGP0WXLJL8PY1GFQJN5O64YGHZLYK,101924,N,N
XH8VJQHR7K64XGNUZ5NSO10UOPVNSAMN,709588,N,N
8IG14UOZCYBNYO5L0X5ZGV9XAOHLN78U,1219779,N,N
9ITU6P08PPR5VX9AEGZCNGXKVXK3SN1Q,611802,N,Y
2A0PMH5K8IIHPE1WE4C0CL6DXZ8H54H2,1174023,N,N
58ZIKNWFDW5H06445RPMRG76U85MANUK,864171,N,Y
J5NQDWLOJCPMDTCBGOGLZYTEG86184G4,932648,N,N
B0G6QILN9PF9UTQVYQSNFKRD9PP66DL2,718231,N,N
UKSGGTK9F3IDAKDRDUBCSV8OE847186W,827209,N,Y
VJIRRELRI7XR7H58JKKT5PKQ3QOWM29K,401000,N,Y
8TGGZ32GAKXBZ0B3VVX12Q01QQ9BNK61,1278772,N,Y
WW1DUSQYXJGSHQL9ODRN95XIETHC5E82,1547693,N,Y
HQTMZDC9XQEO3M0IKYKNM81BHE2KIS98,256847,N,N
7HITQZRIIE3QY30DBA53VOSBLVSSXP57,722713,N,Y
UYX3RVDLL8SH7V6GTA4JIXQY2PO928WV,1037250,N,N
SJJQ00ENTYPQJLC8253QR0B6ZM0ZH8SE,1346301,N,N
YVJV6X5P5PH3X0TW4K35RNZ2K6GRJ9PT,194067,N,Y
5FONNDAR3TPV7IJ1X1DEY2AAUQT1JWEA,977382,N,Y
OF92190GUO8WK5SXM0A28YRE1JXD74D2,1216444,N,Y
JV6WS40K35VFTP8DCQ2AE43NPYESGFQR,1549521,N,N
AFWS941JBBPO5CN5ZPGENS86BFRYY7EM,223059,N,N
NDXJ17N88WCBIHQYOBMM7GGZRMHKLB9M,1292037,N,Y
R01DS4ZREH6RJSO73RVXHC3EF4O43OQR,1236677,N,N
IIJXXZKIQDJ8FERNUYKTDYZXDDY8JRYL,1745444,N,N
2360UWZDQIYWH2L8MYP9W4U4007O6I6M,1262087,N,Y
WZ5GDGZKU4BCGO519TFL1BN6QIMGMJ26,782025,N,Y
0AU3A5EKBFK241784RTPUOQMD6WWSDY5,1085316,N,Y
9MX1WND63U9ATNB90DWXJ71CSBWOATCV,850831,N,N
M3T3E69A3MEWJNK5H7E0YQCQ1U12YLAR,993695,N,Y
VBM6ZEM4PU6MJMVZLXDISJ8O06QPUL6H,1423371,N,N
A47JXTB73N86EX6VQOYSMKP7ANK1RDEA,876761,N,N
WSSC2HB0JVWE5HBS0ULPLKIF65TE0P69,429137,N,N
GTHJ4T7SD05YX5107JFCON87PC0O9KCW,1172742,N,N
01TG7Q26N7AHGODVBB6YJ5ITCEI22XC7,1961818,N,N
25UZVHXX0X1Y0WVOSNB1BGJOGCUKRBAI,1319676,N,N
ZE97O41ECOBF6LW9U6IWS4FSQ8V4691B,1472081,N,N
XRFP8QRPAE157ZBSWXMJI2JEYJG3D5OF,1495383,N,Y
UEIVZBPUHEHGONMVGX976VMT1QXFC0WE,1034379,N,Y
K3CXZ5P9SKW36FEICIARYFHWF2ROK9D1,1860034,N,N
B2SOVSMG1MTTX6VMZVXBT49ALRA854WX,161701,N,N
OU8NERZ9VHWQT29IOXUAPICYWDWYTCAQ,967205,N,Y
6F5P7XTQXF0KCL9S7HQGZRNB0EKKWBZ3,1363418,N,N
HMKVH6SQNETRBF6DQRJMR4NUG15GKKV8,1504732,N,Y
S9PA1B66BT47PHCM7H7GZAEYB1WP3FV4,818351,N,N
W2ROQFEZSQQEI4YMFW93J9T852AQ6UX9,520645,N,N
UYUY42UQWA8KBKTXWBRRV9YK485NEVIS,491817,N,Y
7I67Q52H4CFPY6R86M1XB37AZ9QLL0MB,1219174,N,N
J0LIZZFG9RR9YIWL54Z5W24O7BJNAGG6,1118251,N,N
61FP1VY7FVJ1OK873EQPOJ4TI6G0R1RY,1203618,N,N
CZOC1GT89S59YKJAST5Y3W1ZLCXVO60S,1042642,N,N
6LSTF74CXTMJUDQRZXP5UI6B7PBIKC34,525156,N,N
OXC4833JJUF3PHMUCK7M2RR9G1MHNM4P,930456,N,N
R21954ASPQZ02FG6RHEDTZ9PIDTEQTN8,1024596,N,N
GJSUD26TR7CLQFB96BRVTYXBC7FPUO7H,894776,N,Y
TOBFMK7BWHCEJ28BPFFNX5IQ2Q37BVL3,1293357,N,N
32SLRBVBELFSNHK88V45NAGUJ50Q23YD,972531,N,N
ZOAAKJUCGA9A2CBR0NKLU30SBQMX4AYD,859202,N,Y
W2AZDP8WVL0DCYI7UHZ7F1K4T0WVPTP1,807984,N,Y
A51DZWE8LEYFXKUMVZGRU2A18SZ470W9,928461,N,Y
SUR30R8QGAPZNJ97XP71NHX8SMQ1UKMV,1273889,N,N
K3AULTVLYREU1HG2U8VHM51TKA52R6KT,1427571,N,N
DH3AL7KUMBJK5LEN4NW0QTLG5XFG00EP,423688,N,N
HW53BEJICJMC5YIAAVV7MLC3DNM3O6IA,1161494,N,N
9ZR0CA52KHZO1U36ZM7K28T8ULCPHCPU,1844549,N,N
YUB4W8FP27PRQ1VNJ3SVG1MO68D7FIH7,1669379,N,N
638TVVTR0D3FAFDYG90Z2W3ENAUAP910,813500,N,Y
UJFB0VSPKO5J9MPHC0QVQXQ8FUTAZIYN,1333089,N,Y
N0WOACGPNMHESAI2NB73WKO9CRBQTUK1,1885030,N,Y
5TXB25GT081FXJDVILAQIDUVKWBXK0LW,1273721,N,N
HOB7RIIYO543LYCP0RK0E7S0S1QIH2VB,360399,N,N
CNPRMEBH8FT5MJB2UM096JBUIN1N66WF,1516144,N,N
ELWY8IADZDLK8TAWM7IXFMTZ3LJQSMA2,616639,N,N
AWUE7BUWR2I364BLVTN3MERYTCLKIHVV,1549696,N,Y
LEHH55Z4O17U3YF7DUIVNUMYPKX7HI8C,1128147,N,N
KQHTB9T5NONE1YZ8UJBHDRSOST3JY6WN,535941,N,Y
C2YFIZM7G74CAE3YKJ02KRN5PTTQ4ZK2,528672,N,N
FFZQ1KQHAAM7GN2IXEHB6NO5S5MNY0RL,484992,N,Y
NU9YZFSE3KD67AJQA27MC0TYK2E3B9PJ,1690302,N,N
T358O0S9JMNMUGRFMH9R9P8NJXR9I482,1168788,N,Y
I6RMDMW5ZSK5TGUPET1KPLCUWYPSF6PE,498635,N,N
GGC584XDVNN40D73RF7K1H369JEYH47Y,930132,N,N
KR7IG6GO12NIAMFB8VNUAMHL5OOCUOWZ,1147584,N,N
R5ARO0Z4C11CSSZLY6K95JUCMW4D7BUH,1117359,N,N
NHDWUFLP5HWGGE0CCKBT86N042B76RST,1067336,N,Y
B1NYJ03FHU3WK0CR2634MV2DH3X4PTJM,1214100,N,N
61IK75OQVOY3JIOG0CAVSZSGM5XZ07ET,1040092,N,Y
Y836S73ICZZPIABNW1IUOUJXIQGM4CRY,529146,N,N
11PS5AI5SY7GKRWUC303OEINBWO2UEC6,304643,N,N
Z2Q43VH80WICM2VXY1D35RNTOBF3QLV4,1285373,N,Y
OBAIAR4RLEBAL7F23YSNUAQ53508O162,1293165,N,N
Z4TJCMIBE3EF7K8FOH9JQNJK700I2TBI,882405,N,N
MFPKCM0O4BIFQAQ3YS33XBWQQBWW4JHF,1434423,N,N
KM5UEB5UO6EELK5N74F9VPXAG04QDQ8S,90731,N,N
LCACVDXTJ3XD7642WXUSQVHBBYYM3NFA,1147008,N,Y
G2K562MMZNSYUYZMDKVFFEVX2DW42R5K,1143759,N,N
LO143KNMCGZ0E96ASWL0MNDXRF0UCU6J,1059797,N,Y
2QAKM8XQ6RSXJD1Q2AJLP623R2XPK9ZR,1334390,N,Y
P5QM7CRG32HB8D5U59QUKSGJZ7RS35MZ,1635334,N,N
F39AKKGBINNNQ0SM8DBLQ5Y61OMR5096,1684339,N,N
HGZV0ASMKJIOEQ3PXR8TUWN1WTWXK41M,1104139,N,N
8TDUG6TCK89833ATGN48LFJSM8ZESCO5,912805,N,N
GFW3Q03RZVPJB9Z5MIHOUNLTMBXY0G1F,398785,N,Y
781MZMBQ14TZ0ZG2LL5JAJJMHWIDLSTP,1214750,N,Y
09EVINKMFB6D02UD1QJ9GROQ7GJ6F1FZ,962096,N,Y
44B5XW2AQ951SPVIJIRU9DX5CA8J1ICR,1425186,N,Y
QXKLMISEDVB1I1LDIDTHTZOV78R4HHWD,335112,N,N
1C0HUVCJRUYAPO9NF3KTF12DDOT2BTUB,1211730,N,N
FE8LEGIQ3MFED1QN2C69HS70ACFQX4BB,333105,N,N
M59X6E72HOCDKCPUS24LIB4827G24F77,273536,N,Y
AG04S9E2VWHZ35NY30LRXCVQ97SXPW5L,1873060,N,N
4K2QR4763Z96C4QADR2Z7CRZIHLFR60I,1448143,N,N
KK7ZGRBUNWSL7Q7BZLCXUVB178TLLXFL,1485906,N,Y
W7OH2QB1RRDFQEOKFDXXY7P4T4H8EJNN,1614928,N,N
9MNMP2PTTAB3YIYOR4RVUJ94WBV2QZ8A,1746678,N,Y
G3L8CKKYIJQKUW4L1YP2JWHECMTXZC4X,966296,N,Y
I2UIYH2UYUFUS2ZXU9GBDMQCP383T0OX,1060700,N,Y
E4JEQM91MQIPJ2U8FHEIW4MB41KBMHMP,1857009,N,Y
GRXGF8JEWH7PO27MTIA1RA0FTGSFF9L9,915532,N,N
83R6S28O4XJT3Q5YIG5ZIOYZK5BR6WVW,908472,N,Y
BQ5URQKVE1DVS7GTFX908NU394DDL1H3,538787,N,Y
2LDPME8NZMH3BOHRB709730IN527GM0Y,1127205,N,N
9U1WL2US53ZGRE0LKC1BASNMQ3R2YQVZ,1006594,N,N
U05AEZ6N2P4N0VVCPYSHOXRMPO9ZF4ZB,1448901,N,N
3E8OY0A2GSHGLJAKE6Y1CLMKX8WUED48,898646,N,Y
I1J35G1JG736SIVUN7UIXFJ4TYKA2IS4,888645,N,N
H5UA6H42541Y61LO6L3G27OR45NE5QBP,267681,N,Y
U1293AP60GMECDA9K84BABOVC0XW4Y59,934739,N,N
YP46IZJJINQ89DB65PCT3HQJLI3S56SR,1152073,N,N
RWSA0D1IFNGLT408WNWKUBL3M7AUUCF0,1573214,N,Y
ADG6MB36SC7OGVBGFV05PPVR9AM2PUXQ,788934,N,Y
O59B14DVJQ9X3DTGV7S8U4AXIZ77TFTT,1225095,N,N
12TG4BOPX7NN4434O8F0ROIRH6TKQVOX,1604349,N,N
AL5CVLQUBM952FOHX4KTXOJGSLAADCX3,619340,N,Y
RFI6GXHSKK9FXBEPRO1S9PH5HZIYY9K9,816429,N,N
M52YFJALLQQP8JPELG9C6C9FZOAOHU4I,242841,N,N
42BBRDV6NTKNBCEEBK2DZBNG1BHHH1GX,614558,N,N
YRQL516Y10NH4IY2D34DFWLA09F4XIFY,803536,N,N
0J5XPT1OKOANL566B4Z2ZABX4WVXDXCY,808800,N,Y
8SPTIQMYNYIXDWZSM4UZOB7NRM6OWETO,961529,N,N
BVTHQGAR2GJDDZQS8TFZ9O2FGZWY08LD,1268845,N,N
1JZZ8FKR4LVG3D1I1CU2M6LQ7CLZIPAV,1154059,N,N
CK3NBGRJ66AXPKMOWKQJHZQWIWQZY8RW,959737,N,N
8I8GJEX560Z0O3EOKOX99WUEDMF4STTM,1097672,N,Y
2X96T1UOUM9H7XQ2H0TS1TIK8GZZLVEM,688924,N,N
IKA5E44J9444V7M5LDAXWKK93UPAS6FZ,1145149,N,Y
LR4LRIH790ZALS2BWU1W7858J1YQYDZ5,1301596,N,N
15W3NBRVAG5X1B6XUXYH28CECW9Z7HR3,1316384,N,N
HQFFBHAUV5AR3K7MBYEBMSA15R4PMD3F,1802525,N,N
1G661KI5MJKEWGE8GXDKIVYNYEBTY0J0,1700688,N,Y
C1GRVYDFWXRJ1858X3LYV2N4F4DUHLXR,1116564,N,Y
JJNK42NRJ9NCL4B0QMM1QV2178PB42G6,1356094,N,N
TGIQC22P6ZWY3IIGD7RTGBDQYCTXBW7Y,836023,N,N
URNLG68FVKXF40XK6LVL9XIM0BKV2XOF,705208,N,N
140ATL7P0RKUE06ED7A6O46C5FDFA6HZ,396201,N,N
BZOEIAX8LBCM46FJE5O20UTTO9C52BFG,977154,N,Y
71VJO4FXFW68N5I6WCWJ0C0GXFUNE2K3,592812,N,N
KLNCEFKWHDBXMYS7H3QQ7SXE0XXSQGAO,1050309,N,Y
NZZE2GV2QBXNDSP51ZMYCO3MXGDAXIEZ,947202,N,Y
GXFIBCWDUPMKNLJQWE071F2UN39BL3M4,905962,N,Y
KFPJ1S29RLO7MWBVJ10MHNBFW07UZ88N,774108,N,Y
5HLDJ7V1VBDOS6BH2DC7T2XJXOWY78TG,810157,N,N
Y9DPWFSZ7365BA4FLTMA95KXXEZBGTP9,1587251,N,N
ITZJ8DPLJW7SUSBX86A2RG3R390Z81KZ,1360068,N,N
1TPDCYZVMFZXIAYCD9WJVYIW8RSCSL8S,886392,N,Y
KV313PF2IR9F4D6G8MVWMZATFZ5C88HS,577935,N,N
O9WPMR7W4IQJ4A1EZE0QE3LFCEE9RJE7,1193615,N,Y
M9TDJ2966F3HGZ84FBS4GNEJAF1BX9N7,299453,N,N
J1847FRH87020Q427LN2IL8BPI8BUDWS,494847,N,Y
FT59P35G6200H1DU77K5LFLJXV0Y6PG0,599108,N,Y
RSX5WXA6DK37I86EY3I7OFZ8LPFSRW7O,555537,N,Y
NDNK08DSCH0ZCEG57IS1SKTLA4TOAUU5,1299939,N,N
18SLFQ5ZBT9ZKMJYCLH7GQQUYAVOQ7WM,570990,N,Y
NCB8ECOVS5J0284XM3QTKJIYN1K8U5IC,1283512,N,Y
KL9LIV844344AXSM7SKRQHOH8R8YFB1H,518616,N,Y
N2VGUJYAGM2ZG51FQJ65QO0U3FUAO1KW,1642450,N,N
524MDQGBK8OEKOT22VRKYCOU1JKY5AM3,1306113,N,N
I4E3BV6SRRA82ALIISF5OG9MMG5I7RPZ,358066,N,N
32NMWL3NDPC7H9IRE1JCBK5CVTQ2OKF5,351109,N,Y
387YXM77NCI8YL15R4LQ0V00ND15TKHT,1540322,N,Y
N88895AJ52CBYLWVFCQQXRUDN5UVKFUO,1410585,N,N
PPW6DYPHST18MCI9HXG1RIEZ5Z3O6795,424085,N,N
L3SUQQXOAICG61TYOKT5W5PWL6NBVPDB,1340142,N,N
A5XU1VVG53SD72CFCPHQ24JJ6SFBECQ3,1031764,N,N
186U5VDVIKKQ7EI3VMJSOSKFXNXGDTH1,376330,N,N
RE70M1FOQ1NLBMOJ472JOHK6686QM8N7,720294,N,Y
LM66WGN0QKQJYBVH4MAWK5RWZRMWRR6L,1352435,N,N
URLNC4CB4F2453G122TZMVTLCAMPLQ6M,889721,N,N
1LLADWKETNE8QCERJP4YDXIPUX9SH5ZZ,1336709,N,N
9UZSNPNBSCT14G5C7E4554IIYL5XFKH5,1229706,N,N
U3U4UNL3SYEQUZ8BKZKV1WB6EW2R9W93,692101,N,Y
1CAGBBOOBPY5ANGUV4APK86X0P3AYYPR,906140,N,N
N9MOFD5HWVKKDZHVUMBCMYX6HS2AJ8G6,745761,N,Y
7J5HY5IUZ3LDXH47X91QZEE83Y41XS36,596659,N,N
K4NPNQXLUXBC981T8OQA5G8Q31AIFCLQ,1696575,N,N
5NSH5WP4DNDVJYSOTN0WJ12NWNTKGU75,1275088,N,Y
1OEGCXYEL5QTIHRJ1LMFW245E15K92FK,1427618,N,Y
85LMH72A4DMPEPL6RU1CV80M7E4CQEJR,1366894,N,Y
OTRXLPU12506SLRZUAOLV41PMPU1SLJJ,822555,N,N
USIQCAZNUQP2AP5KMI9E2IWFHIMYHUY1,830374,N,N
FJKNKA0I0MB7EU6RF1J0YNLGPARJ8G7B,1500878,N,N
MP8K45R3M3HLKL0QJPPMS7TTTONJ15IB,999504,N,N
1DA0VTVWMPGS1O8E9H0P4EK0QGLFTP49,1069816,N,Y
UD0YBVPG0CJMZ08OQ157BBBX1AMM4D9Z,1301562,N,N
S9XIFP54QFGG5XIK8A84NB98CJVT3M4H,1181990,N,Y
HH76EMX0G25B5DS46YFX8PA1A06YBDUP,1534116,N,Y
5NQ6Z5N6BNVWTW1BE4EP1IXCXUDN2IGH,985439,N,N
9QL21FCV21JOQS3S5CD0UGT5ZVEIHAU9,1139764,N,N
O6PDI0JVDYXSGXIZCBI91B6LXKS0D850,1438777,N,Y
SDR9B7UYYWHGC0QZ05MWFIXYK9MNTMWS,1000844,N,N
5VYTAZ50T34RJETSNB3EREF0U8J2H5ML,611718,N,N
KNJ3K8G3OAH4WJWJUDXZSSQ412BKTFP5,1609589,N,N
6J2HTVISEK4IYRGCUPP94EJX08T69QG2,226441,N,Y
XXTO1PQ4FUD0RRHKM0H2YCHPO0UKE0MB,1427064,N,Y
JOBEF64DBXY9GLM0RSUSEGVE3NXHQ0YT,813073,N,Y
C6TGOAG9P9XVCG41TDB1ZTEYZ3AN0Y4C,244625,N,N
G7DWX9544TX1H97P8F5Q70FX8DW4D8C5,1171756,N,N
VF1RH1MT05C4CHHM7EVZBVJMF47E00XZ,1232087,N,Y
RLQ0X284HLLHRNKAF2NCGY17MV7WUB1W,573246,N,Y
Z149WB465VZ8IB2A9WYOYHDSCKG20GUQ,407547,N,N
Z7N3ZMMB0YCR9TFJV6O8I9SMKAKHBC80,788190,N,Y
BVZD4ZMYS37XQ9WQ1NC7UWAZCLO3DXLA,15615,N,N
GZ9FPUFF09SB2D9W6XQ10LPBVSU0JUFU,1363022,N,N
3XGP3XVAPTM0I0F1HOK4QB6GS6U4XTKY,888422,N,N
BF0M8ON7G1SEUFHJOXCUFRXDBE0DAHDZ,162677,N,N
JECXJCRWE1SX3E1OF57UZWY97TBMJ1NU,319007,N,N
W2N9VPHCULLDBFN3VGCGHWIY31WECKX6,1079577,N,Y
FT120EZXMIR07J3GXK0QZ5CRCTLWB4O3,1358964,N,N
NUKU9229NCVLCRL0OV076BQUFMGA5GVK,845507,N,N
W7LF3LP95ILPYAA9KFI9QKDL5DUN7KT7,799520,N,Y
DR3DS29WC3JJSPOBQYHA2ACS1D3B6977,1033740,N,Y
